,Dominant_Topic,Topic_Keywords,Num_Sentences,Perc_Sentences
384.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
385.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
386.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
387.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
388.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
389.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
390.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
391.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
392.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
393.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
394.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
395.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
396.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
397.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
398.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
399.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
400.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
401.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
402.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
403.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
404.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
405.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
406.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
407.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
408.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
409.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
410.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
411.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
412.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
413.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
414.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
415.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
416.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
417.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
418.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
419.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
420.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
421.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
422.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
423.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
424.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
425.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
426.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
427.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
428.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
429.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
430.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
431.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
432.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
433.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
434.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
435.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
436.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
437.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
438.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
439.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
440.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
441.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
442.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
443.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
444.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
445.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
446.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
447.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
448.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
449.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
450.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
451.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
452.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
453.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
454.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
455.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
456.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
457.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
458.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
459.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
460.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
461.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
462.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
463.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
464.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
465.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
466.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
467.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
468.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
469.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
470.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
471.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
472.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
473.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
474.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
475.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
476.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
477.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
478.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
479.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
480.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
481.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
482.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
483.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
484.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
485.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
486.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
487.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
488.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
489.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
490.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
491.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
